Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feedservice/feeds/{user_id},9264,4998,33000.0,35001.32634628691,773.3090209985676,1121897.6726420005,391109.1933290156,6.000339427504541,3.2372297559010903,33000,35000,37000,39000,45000,54000,69000,76000,190000,1122000,1122000
GET,/notificationservice/notifications,11529,66,170.0,1682.9686886995355,49.15982100283145,70946.70175799911,830.6402983780033,7.4673913276878086,0.0427485321907707,170,490,1200,1900,4700,8200,14000,21000,64000,70000,71000
POST,/notificationservice/notifications/count,11615,176,160.0,3258.172427855965,48.23284799931571,1177301.4367840006,2.4343521308652605,7.523093960542449,0.1139960858420552,160,500,1200,1800,4400,8100,15000,23000,590000,1175000,1177000
POST,/notificationservice/notifications/{id},8266,96,150.0,2657.493112116017,5.677488999936031,1036539.463533998,87.12775223808372,5.353929804377433,0.06217968318657556,150,250,500,960,2900,6200,12000,16000,872000,1037000,1037000
GET,/postservice/categories,6132,529,11000.0,13908.933325396856,41.369366001163144,128136.24734400219,3716976.4500978473,3.971727263542514,0.3426359625593591,11000,15000,18000,21000,30000,35000,48000,59000,90000,128000,128000
GET,/postservice/posts,6880,426,500.0,2628.7265502627774,40.165377999073826,70695.60264699976,25229.971511627908,4.456210628371249,0.27592234414042904,500,1200,2200,3200,7200,13000,22000,30000,69000,71000,71000
POST,/postservice/posts,6110,1471,1000.0,4354.629649174351,43.523033997189486,1174822.7587309994,467.37021276595743,3.9574777528122573,0.9527741038276318,1100,2000,3000,4200,8800,16000,30000,33000,73000,1175000,1175000
GET,/postservice/posts/{id},5913,448,260.0,2739.4576840985956,40.97717500189901,510196.60841999936,739.238457635718,3.8298798612731386,0.290171854870686,260,970,2000,3000,7000,13000,26000,30000,70000,510000,510000
POST,/postservice/posts/{id}/comments,5959,525,380.0,3279.622994902012,44.200658001500415,906617.6603319983,8522.992448397383,3.8596742928000394,0.3400451424265851,380,1200,2400,3500,8100,14000,25000,30000,71000,907000,907000
GET,/postservice/posts/{id}/image,5916,890,1000.0,4069.246763253036,43.16092299995944,1039197.3727449985,142858.64452332657,3.831822976372719,0.5764574795422109,1000,2100,3400,4400,9000,16000,30000,34000,72000,1039000,1039000
POST,/postservice/posts/{id}/like,29672,2637,390.0,3213.4298434243074,39.012770997942425,1130270.6897239988,8233.630358587221,19.2187037449174,1.7079981725312474,390,1200,2300,3200,7100,13000,25000,30000,70000,1126000,1130000
POST,/userservice/users,4293,107,170.0,4481.061281652234,42.221294999762904,1171610.960101003,128.80689494525973,2.780597707499676,0.06930443855170401,170,640,1500,2400,6700,12000,22000,48000,923000,1172000,1172000
POST,/userservice/users/search,9100,100,310.0,1905.4648582322925,40.98789399722591,70327.05388499744,26153.8810989011,5.894115802060808,0.06477050331934954,310,810,1500,2200,5400,9300,15000,21000,68000,70000,70000
GET,/userservice/users/{id},4268,96,140.0,4555.478989104558,39.128383999923244,1167833.9138709998,1113.793580131209,2.7644050816698384,0.06217968318657556,140,490,1200,2100,5800,11000,18000,28000,1039000,1168000,1168000
PUT,/userservice/users/{id},4165,81,160.0,3586.5707235567943,43.042941000749124,1039125.1473310003,990.4180072028812,2.6976914632509086,0.05246410768867313,160,540,1400,2300,6000,11000,20000,31000,480000,1039000,1039000
PUT,/userservice/users/{id}/follow,33022,429,170.0,1789.8349228778313,41.97113800182706,70998.85014000029,1256.9513354733208,21.388515606115607,0.27786545924000955,170,550,1300,2000,5200,9000,14000,20000,68000,70000,71000
GET,/userservice/users/{id}/followers,4254,177,400.0,4790.482602804648,73.41807299962966,1175298.358478998,17398.64245416079,2.7553372112051298,0.11464379087524869,400,930,1800,2800,7300,13000,23000,49000,512000,1175000,1175000
,Aggregated,166358,13252,400.0,5043.655306308461,5.677488999936031,1177301.4367840006,168973.36160569373,107.75091391200351,8.583387099880202,400,1400,3000,4700,14000,30000,38000,46000,105000,1115000,1177000
