"Time","Value"
2024-07-08 21:29:40,119 W
2024-07-08 21:29:42,160 W
2024-07-08 21:29:44,160 W
2024-07-08 21:29:46,152 W
2024-07-08 21:29:48,123 W
2024-07-08 21:29:50,123 W
2024-07-08 21:29:52,155 W
2024-07-08 21:29:54,156 W
2024-07-08 21:29:56,156 W
2024-07-08 21:29:58,155 W
2024-07-08 21:30:00,188 W
2024-07-08 21:30:02,188 W
2024-07-08 21:30:04,156 W
2024-07-08 21:30:06,177 W
2024-07-08 21:30:08,177 W
2024-07-08 21:30:10,152 W
2024-07-08 21:30:12,150 W
2024-07-08 21:30:14,150 W
2024-07-08 21:30:16,161 W
2024-07-08 21:30:18,173 W
2024-07-08 21:30:20,173 W
2024-07-08 21:30:22,172 W
2024-07-08 21:30:24,158 W
2024-07-08 21:30:26,158 W
2024-07-08 21:30:28,113 W
2024-07-08 21:30:30,137 W
2024-07-08 21:30:32,137 W
2024-07-08 21:30:34,158 W
2024-07-08 21:30:36,155 W
2024-07-08 21:30:38,155 W
2024-07-08 21:30:40,157 W
2024-07-08 21:30:42,117 W
2024-07-08 21:30:44,117 W
2024-07-08 21:30:46,116 W
2024-07-08 21:30:48,117 W
2024-07-08 21:30:50,117 W
2024-07-08 21:30:52,143 W
2024-07-08 21:30:54,126 W
2024-07-08 21:30:56,126 W
2024-07-08 21:30:58,132 W
2024-07-08 21:31:00,133 W
2024-07-08 21:31:02,133 W
2024-07-08 21:31:04,127 W
2024-07-08 21:31:06,189 W
2024-07-08 21:31:08,189 W
2024-07-08 21:31:10,116 W
2024-07-08 21:31:12,143 W
2024-07-08 21:31:14,143 W
2024-07-08 21:31:16,145 W
2024-07-08 21:31:18,128 W
2024-07-08 21:31:20,128 W
2024-07-08 21:31:22,140 W
2024-07-08 21:31:24,134 W
2024-07-08 21:31:26,134 W
2024-07-08 21:31:28,153 W
2024-07-08 21:31:30,164 W
2024-07-08 21:31:32,164 W
2024-07-08 21:31:34,174 W
2024-07-08 21:31:36,142 W
2024-07-08 21:31:38,142 W
2024-07-08 21:31:40,162 W
2024-07-08 21:31:42,137 W
2024-07-08 21:31:44,137 W
2024-07-08 21:31:46,119 W
2024-07-08 21:31:48,131 W
2024-07-08 21:31:50,131 W
2024-07-08 21:31:52,132 W
2024-07-08 21:31:54,129 W
2024-07-08 21:31:56,129 W
2024-07-08 21:31:58,129 W
2024-07-08 21:32:00,162 W
2024-07-08 21:32:02,162 W
2024-07-08 21:32:04,171 W
2024-07-08 21:32:06,149 W
2024-07-08 21:32:08,149 W
2024-07-08 21:32:10,136 W
2024-07-08 21:32:12,138 W
2024-07-08 21:32:14,138 W
2024-07-08 21:32:16,150 W
