"Time","Value"
2024-07-15 17:12:20,288 W
2024-07-15 17:12:25,260 W
2024-07-15 17:12:30,294 W
2024-07-15 17:12:35,316 W
2024-07-15 17:12:40,289 W
2024-07-15 17:12:45,302 W
2024-07-15 17:12:50,317 W
2024-07-15 17:12:55,308 W
2024-07-15 17:13:00,269 W
2024-07-15 17:13:05,306 W
2024-07-15 17:13:10,315 W
2024-07-15 17:13:15,295 W
2024-07-15 17:13:20,287 W
2024-07-15 17:13:25,273 W
2024-07-15 17:13:30,287 W
2024-07-15 17:13:35,308 W
2024-07-15 17:13:40,288 W
2024-07-15 17:13:45,299 W
2024-07-15 17:13:50,294 W
2024-07-15 17:13:55,291 W
2024-07-15 17:14:00,274 W
2024-07-15 17:14:05,288 W
2024-07-15 17:14:10,267 W
2024-07-15 17:14:15,300 W
2024-07-15 17:14:20,310 W
2024-07-15 17:14:25,285 W
2024-07-15 17:14:30,283 W
2024-07-15 17:14:35,307 W
2024-07-15 17:14:40,259 W
2024-07-15 17:14:45,282 W
2024-07-15 17:14:50,264 W
2024-07-15 17:14:55,283 W
2024-07-15 17:15:00,291 W
2024-07-15 17:15:05,277 W
2024-07-15 17:15:10,268 W
2024-07-15 17:15:15,301 W
2024-07-15 17:15:20,290 W
2024-07-15 17:15:25,288 W
2024-07-15 17:15:30,305 W
2024-07-15 17:15:35,292 W
2024-07-15 17:15:40,313 W
2024-07-15 17:15:45,291 W
2024-07-15 17:15:50,285 W
2024-07-15 17:15:55,299 W
2024-07-15 17:16:00,278 W
2024-07-15 17:16:05,324 W
2024-07-15 17:16:10,288 W
2024-07-15 17:16:15,308 W
2024-07-15 17:16:20,276 W
2024-07-15 17:16:25,294 W
2024-07-15 17:16:30,290 W
2024-07-15 17:16:35,300 W
2024-07-15 17:16:40,302 W
2024-07-15 17:16:45,309 W
2024-07-15 17:16:50,303 W
2024-07-15 17:16:55,313 W
2024-07-15 17:17:00,301 W
2024-07-15 17:17:05,302 W
2024-07-15 17:17:10,290 W
2024-07-15 17:17:15,268 W
2024-07-15 17:17:20,274 W
2024-07-15 17:17:25,293 W
2024-07-15 17:17:30,307 W
2024-07-15 17:17:35,302 W
2024-07-15 17:17:40,315 W
2024-07-15 17:17:45,297 W
2024-07-15 17:17:50,296 W
2024-07-15 17:17:55,293 W
2024-07-15 17:18:00,300 W
2024-07-15 17:18:05,314 W
