Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1721053193,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1721053194,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1721053195,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1721053196,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1721053197,2,,Aggregated,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,2,0,120.0,148.44363550218986,115.68276200705441,181.20450899732532,328.0
1721053198,4,,Aggregated,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,2,0,120.0,148.44363550218986,115.68276200705441,181.20450899732532,328.0
1721053199,6,,Aggregated,0.500000,0.000000,100,140,180,180,200,790,790,790,790,790,790,11,0,100.0,170.76319209114774,56.77409900090424,786.7695789973368,67578.09090909091
1721053200,8,,Aggregated,0.500000,0.000000,97,140,200,790,820,910,910,910,910,910,910,20,0,93,240.6705648998468,51.005121000343934,906.3437309960136,140973.9
1721053201,12,,Aggregated,0.500000,0.000000,97,140,200,790,820,910,910,910,910,910,910,20,0,93,240.6705648998468,51.005121000343934,906.3437309960136,140973.9
1721053202,13,,Aggregated,2.500000,0.000000,97,130,140,180,790,820,910,910,910,910,910,28,0,95,200.01227049942827,48.53413200180512,906.3437309960136,101349.17857142857
1721053203,16,,Aggregated,2.500000,0.000000,97,130,140,200,830,920,1500,1500,1500,1500,1500,39,0,97,244.3668915640536,48.53413200180512,1514.6447330043884,235294.5641025641
1721053204,18,,Aggregated,2.500000,0.000000,97,130,140,200,830,920,1500,1500,1500,1500,1500,39,0,97,244.3668915640536,48.53413200180512,1514.6447330043884,235294.5641025641
1721053205,20,,Aggregated,3.900000,0.000000,97,130,140,200,840,920,1500,1500,1500,1500,1500,50,0,95,248.3645034399524,48.53413200180512,1514.6447330043884,294902.58
1721053206,22,,Aggregated,3.900000,0.000000,95,120,140,220,840,1000,1200,1500,1500,1500,1500,78,0,93,243.8379215256226,45.45533000055002,1514.6447330043884,229002.57692307694
1721053207,24,,Aggregated,3.900000,0.000000,95,120,140,220,840,1000,1200,1500,1500,1500,1500,78,0,93,243.8379215256226,45.45533000055002,1514.6447330043884,229002.57692307694
1721053208,26,,Aggregated,7.900000,0.000000,93,120,150,220,900,1000,1200,1500,1500,1500,1500,96,0,93,252.408430603964,45.015307994617615,1514.6447330043884,207643.13541666666
1721053209,28,,Aggregated,8.600000,0.000000,89,120,140,190,860,1000,1100,1200,1500,1500,1500,132,0,88,232.41909114359729,42.63157099921955,1514.6447330043884,163946.04545454544
1721053210,30,,Aggregated,8.600000,0.000000,89,120,140,190,860,1000,1100,1200,1500,1500,1500,132,0,88,232.41909114359729,42.63157099921955,1514.6447330043884,163946.04545454544
1721053211,32,,Aggregated,11.600000,0.000000,88,120,150,200,900,1000,1100,1200,1500,1500,1500,155,0,88,237.1425009480933,40.85309099900769,1514.6447330043884,151851.29677419356
1721053212,34,,Aggregated,14.200000,0.000000,85,110,140,190,910,1000,1100,1500,1700,1700,1700,200,0,85,234.52153641967016,39.98674199829111,1716.0864139950718,173469.965
1721053213,36,,Aggregated,14.200000,0.000000,85,110,140,190,900,1000,1100,1200,1700,1700,1700,201,0,85,233.82302251708433,39.98674199829111,1716.0864139950718,172607.4527363184
1721053214,38,,Aggregated,16.100000,0.000000,79,110,140,190,890,1000,1100,1200,1700,1700,1700,236,0,78,230.8172867836574,39.98674199829111,1716.0864139950718,153707.5
1721053215,40,,Aggregated,18.700000,0.000000,77,110,140,220,930,1000,1100,1200,1700,1700,1700,287,0,77,240.37923634482038,39.98674199829111,1716.0864139950718,186743.40418118465
1721053216,42,,Aggregated,18.700000,0.000000,77,110,140,220,930,1000,1100,1200,1700,1700,1700,289,0,77,239.17668937357217,39.98674199829111,1716.0864139950718,185452.51557093425
1721053217,44,,Aggregated,23.300000,0.000000,76,110,150,220,920,1000,1100,1100,1700,1700,1700,331,0,76,242.27034205721085,39.98674199829111,1716.0864139950718,171083.1238670695
1721053218,46,,Aggregated,24.000000,0.000000,74,100,140,220,930,1000,1100,1500,1900,1900,1900,369,0,74,243.1999951488872,39.98674199829111,1934.4370949984295,183595.73441734418
1721053219,48,,Aggregated,24.000000,0.000000,74,100,140,220,930,1000,1100,1500,1900,1900,1900,369,0,74,243.1999951488872,39.98674199829111,1934.4370949984295,183595.73441734418
1721053220,50,,Aggregated,26.500000,0.000000,74,110,150,260,940,1000,1100,1200,1900,1900,1900,401,0,74,255.0701053688701,39.98674199829111,1934.4370949984295,199269.00997506233
1721053221,52,,Aggregated,26.600000,0.000000,75,110,150,260,940,1000,1100,1200,1900,1900,1900,453,0,75,255.23883942360465,39.98674199829111,1934.4370949984295,181576.27373068433
1721053222,54,,Aggregated,26.600000,0.000000,75,110,150,260,940,1000,1100,1200,1900,1900,1900,453,0,75,255.23883942360465,39.98674199829111,1934.4370949984295,181576.27373068433
