Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feedservice/feeds/{user_id},819,704,40000.0,40385.009817946266,1.8734109999059,279028.309497,91448.5811965812,9.19953003844682,7.907776736345008,40000,43000,46000,47000,52000,57000,68000,95000,279000,279000,279000
GET,/notificationservice/notifications,396,9,6200.0,7877.125431267684,53.04064600022684,30710.63291700011,1031.949494949495,4.448124414194067,0.1010937366862288,6200,9400,11000,13000,19000,22000,27000,29000,31000,31000,31000
POST,/notificationservice/notifications/count,353,33,7500.0,15710.342270906509,54.3464759998642,404362.0294980001,4.5835694050991505,3.965121005582085,0.37067703451617223,7500,10000,13000,15000,20000,26000,109000,366000,404000,404000,404000
POST,/notificationservice/notifications/{id},246,18,5200.0,6132.168288792689,41.645779999726074,27473.0697519999,85.2520325203252,2.7632288027569203,0.2021874733724576,5200,7600,9400,11000,14000,18000,20000,25000,27000,27000,27000
GET,/postservice/categories,175,14,16000.0,19603.650516182846,730.5927990000782,102809.58744899998,5247627.428571428,1.965711546676671,0.1572569237341337,16000,22000,26000,30000,41000,57000,62000,83000,103000,103000,103000
GET,/postservice/posts,413,22,5800.0,7411.743517307507,47.46263500010173,37855.4584110002,27620.665859564164,4.639079250156944,0.2471180230107815,5800,8600,11000,12000,18000,22000,25000,27000,38000,38000,38000
POST,/postservice/posts,386,148,8300.0,10019.242702479287,84.04790700024023,91623.2697649998,376.81865284974094,4.335798040098257,1.6624303366179847,8400,11000,14000,16000,21000,26000,30000,31000,92000,92000,92000
GET,/postservice/posts/{id},380,38,5500.0,7516.561318989473,42.89154500020231,71652.6026800002,676.0105263157894,4.268402215640771,0.42684022156407714,5500,7900,11000,13000,19000,23000,28000,30000,72000,72000,72000
POST,/postservice/posts/{id}/comments,376,51,8300.0,11569.322234994697,57.57993899987923,359715.3886289998,4204.864361702128,4.223471666002448,0.5728645078886299,8300,11000,15000,17000,23000,27000,32000,33000,360000,360000,360000
GET,/postservice/posts/{id}/image,386,116,8800.0,14412.688969624382,106.28356699999131,489520.38850400003,106761.14507772021,4.335798040098257,1.3029859395113934,8900,14000,17000,20000,26000,31000,47000,109000,490000,490000,490000
POST,/postservice/posts/{id}/like,1959,271,6900.0,10927.693379771317,4.884042999947269,498299.06697900017,4974.219499744768,22.004736685369135,3.044044737996445,6900,9600,13000,15000,22000,25000,29000,39000,498000,498000,498000
POST,/userservice/users,104,15,11000.0,20578.06108400001,52.963330000238784,497225.5956519998,113.46153846153847,1.1681942905964215,0.16848956114371466,11000,16000,20000,22000,26000,29000,77000,363000,497000,497000,497000
POST,/userservice/users/search,217,6,7600.0,8851.921672267272,46.21366300034424,49723.81409599984,27902.082949308755,2.437482317879072,0.06739582445748586,7600,11000,13000,14000,20000,23000,27000,29000,50000,50000,50000
GET,/userservice/users/{id},104,18,7400.0,13661.973170548064,47.221192000051815,248998.266564,1067.3653846153845,1.1681942905964215,0.2021874733724576,7400,11000,14000,17000,22000,23000,46000,249000,249000,249000,249000
PUT,/userservice/users/{id},116,22,9200.0,25753.411904948294,43.405049000284635,365482.0979780002,905.7155172413793,1.3029859395113934,0.2471180230107815,9200,13000,19000,21000,26000,108000,364000,365000,365000,365000,365000
PUT,/userservice/users/{id}/follow,770,53,7900.0,9164.9682656065,48.01610399999845,73511.86334800013,1329.1025974025974,8.649130805377352,0.5953297827077918,7900,11000,14000,16000,21000,24000,26000,28000,74000,74000,74000
GET,/userservice/users/{id}/followers,123,23,8700.0,19757.16481737398,137.95127699995646,363420.3105430001,15845.569105691056,1.3816144013784601,0.2583506604203625,8700,15000,18000,20000,26000,30000,360000,361000,363000,363000,363000
,Aggregated,7323,1561,8400.0,14439.633544543758,1.8734109999059,498299.06697900017,145741.15294278302,82.25660375036149,17.534146996355904,8400,13000,18000,21000,35000,43000,52000,71000,404000,498000,498000
