Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/feedservice/feeds/{user_id},8593,236,37000.0,55483.50035771982,32612.124666993623,139311.48745099927,688179.5260095426,7.811754478660387,0.21454370498822894,37000,68000,69000,70000,102000,131000,135000,136000,138000,139000,139000
GET,/notificationservice/notifications,3325,0,99,108.47212131397757,66.89410800026963,568.0102679980337,1006.833082706767,3.022702623245175,0.0,99,110,110,120,140,160,220,280,460,570,570
POST,/notificationservice/notifications/count,3385,0,99,109.48299643805377,68.53072199737653,717.5280360024772,1.2915805022156572,3.077247632987945,0.0,99,110,110,120,140,160,230,340,620,720,720
POST,/notificationservice/notifications/{id},2251,0,70,90.10437109508086,39.17119999823626,832.7305880011409,90.49666814749,2.0463469488495907,0.0,70,82,91,99,140,200,360,490,690,830,830
GET,/postservice/categories,3217,0,3500.0,3833.70699119669,683.8842799988925,15132.657166999707,6433854.771215418,2.924521605708189,0.0,3500,4100,4700,5000,6100,7100,8400,9400,14000,15000,15000
GET,/postservice/posts,2159,0,120.0,143.80313460723337,45.02690200024517,1058.8685409966274,32804.58916164891,1.96271126724401,0.0,120,170,190,210,250,300,380,480,710,1100,1100
POST,/postservice/posts,1578,0,140.0,175.3436075799733,59.460595999553334,1292.488721999689,586.9442332065906,1.434533756234853,0.0,140,170,200,210,300,410,520,600,1100,1300,1300
GET,/postservice/posts/{id},1622,0,53,60.952268075179994,39.565783001307864,479.5008310029516,706.5665844636252,1.4745334300462176,0.0,53,58,62,64,76,89,160,230,440,480,480
POST,/postservice/posts/{id}/comments,1542,0,88,103.96454061335409,53.84435200539883,756.8105930040474,7433.0110246433205,1.401806750389191,0.0,89,98,110,120,150,190,270,380,630,760,760
GET,/postservice/posts/{id}/image,1528,0,120.0,160.8528723409156,43.009212997276336,3255.824945998029,117108.2689790576,1.3890795814492112,0.0,120,160,190,220,300,390,550,740,2500,3300,3300
POST,/postservice/posts/{id}/like,7750,0,75,90.77828613474973,42.748748004669324,1842.8350300018792,7522.541548387097,7.0453970917744675,0.0,75,84,92,98,130,180,260,330,870,1800,1800
POST,/userservice/users,1859,0,66,74.59928287730904,41.294942995591555,562.9285060058464,126.94835933297472,1.6899862185301595,0.0,66,72,77,81,96,120,210,280,440,560,560
POST,/userservice/users/search,4253,0,71,118.91407126128746,45.523021995904855,3397.3603140038904,30345.335057606397,3.866332107266685,0.0,71,87,160,190,240,290,390,510,1200,3400,3400
GET,/userservice/users/{id},1793,0,56,66.71065557108136,40.664407999429386,1036.8709529939224,1308.9269380925823,1.6299867078131123,0.0,56,61,66,69,81,100,190,320,890,1000,1000
PUT,/userservice/users/{id},1873,0,71,82.14636196099417,42.78461999638239,815.6621609959984,1003.5178857447944,1.7027133874701392,0.0,71,78,84,88,110,140,230,360,700,820,820
PUT,/userservice/users/{id}/follow,14912,0,77,89.06042032880117,41.990026002167724,934.2006369988667,1502.685018776824,13.55625308806979,0.0,77,84,91,95,110,160,240,350,570,820,930
GET,/userservice/users/{id}/followers,1848,0,280.0,295.43408065583475,146.01294600288384,2107.678157000919,27676.234307359307,1.6799863000773183,0.0,280,310,330,350,390,440,550,660,1300,2100,2100
,Aggregated,63488,236,90,7790.833382053999,39.17119999823626,139311.48745099927,427536.9893523186,57.71589297581644,0.21454370498822894,90,120,220,370,36000,66000,98000,104000,136000,138000,139000
